,Domain_Name,Org_Number,Company,Reg_Date,Website
289,prolar.no,991925236,PROLAR NETT - NASJONALT FORBUND FOR FOLK I LAR,2007-11-14,prolar.no
290,proline.no,983777805,PROLINE AS,2001-10-05,proline.no
291,prolog.no,981463269,PROLOG Tom Erik Andersen,2000-01-21,prolog.no
292,prolyd.no,977089751,PROLYD AS,1997-01-14,prolyd.no
293,promarc.no,916819404,KUVIGA HOLDING AS,2016-03-02,promarc.no
294,promek.no,983436943,PROMEK AS,2001-06-12,promek.no
295,promenadenmanagement.no,992890304,EGER MAGASIN RÅD AS,2008-07-14,promenadenmanagement.no
296,promenadenmanagement.no,879557372,NEDRE SLOTTSGT 23 NÆRING AS,1998-02-02,promenadenmanagement.no
297,promenadenmanagement.no,911965658,PROMENADEN PROPERTY AS,2013-05-21,promenadenmanagement.no
298,promenadenmanagement.no,913494415,ØS 10 EIENDOM AS,2014-04-10,promenadenmanagement.no
299,promenadenmanagement.no,990507821,PROMENADEN EGERTORGET AS,2006-11-27,promenadenmanagement.no
300,promis.no,877380092,PROMIS AS,1997-04-10,promis.no
301,propanspesialisten.no,915274838,EKLUNDS PROPAN OG VARMEPUMPESERVICE AS,2015-05-04,propanspesialisten.no
302,proplan.no,959472823,PROPLAN AS,1995-02-20,proplan.no
303,proplan.no,966786094,PROPLAN UTVIKLING AS,1995-02-20,proplan.no
304,proscen.no,993173487,PROSCEN - PRODUSENTENHET FOR SCENEKUNST,2008-10-07,proscen.no
305,prosesshuset.no,989989677,PROSESSHUSET AS,2006-07-05,prosesshuset.no
306,prosessmetall.no,957539270,PROSESSMETALL AS,1995-02-19,prosessmetall.no
307,prosesspilotene.no,897658372,PROSESSPILOTENE AS,2011-11-29,prosesspilotene.no
308,prosjektfilippinene.no,994561421,PROSJEKT FILIPPINENE V/MAY BRITT TYNES,2009-11-03,prosjektfilippinene.no
309,prosjektstyring.no,914794706,PROSJEKTSTYRING MIDT AS,2015-01-16,prosjektstyring.no
310,prostaal.no,917992843,PRO STÅL SERVICE AS,2016-11-03,prostaal.no
311,prostatakreft.no,994443925,PROFO - PROSTATAKREFTFORENINGEN BERGEN,2009-08-24,prostatakreft.no
312,prostatakreft.no,913636740,PROSTATAKREFTFORENINGEN STAVANGER & OMEGN,2014-05-15,prostatakreft.no
313,prostatakreft.no,987509791,PROSTATAKREFTFORENINGEN (PROFO),2006-07-29,prostatakreft.no
314,prostatakreft.no,988054550,PROFO NORDMØRE OG ROMSDAL,2005-04-09,prostatakreft.no
315,protan.no,914613922,PROTAN ENTREPRENØR MIDT-NORGE AS,2014-12-15,protan.no
316,protector.no,986581332,CONSOLVO EIENDOM AS,2004-02-18,protector.no
317,protector.no,979640366,PROTECTOR AS,1998-02-24,protector.no
318,protektit.no,996179737,PROTEKT IT AS,2010-11-15,protektit.no
319,protest.no,986088083,STIFTELSEN CHRISTIANSAND PROTESTFESTIVAL,2003-10-06,protest.no
320,protex.no,916915500,PROTEX AS,1995-02-19,protex.no
321,protid.no,912167127,URMAKER JERMSTAD AS,2013-08-01,protid.no
322,proven-bil.no,915254209,BERTEL O. STEEN TRØNDELAG AS,1995-02-19,proven-bil.no
323,provence.no,979645945,KIP AS,1998-04-24,provence.no
324,provenceviner.no,915715508,PROVENCEVINER AS,2015-08-12,provenceviner.no
325,provendo.no,899115562,PROVENDO AS,2012-11-21,provendo.no
326,proventure.no,989765191,PROVENTURE MANAGEMENT AS,2006-05-03,proventure.no
327,proventure.no,915684769,PROVENTURE MANAGEMENT II AS,2015-07-20,proventure.no
328,proventure.no,913391136,PROVENTURE SEED II AS,2014-04-01,proventure.no
329,proventus.no,984794452,PROVENTUS AS,2002-09-02,proventus.no
330,proysen.no,987056908,PRØYSEN TEKST OG TONE,2004-08-17,proysen.no
331,prozo.no,987934239,PROZO NORGE AS,2005-03-07,prozo.no
332,prugl.no,915762816,PRUGL HOLDING AS,2015-08-11,prugl.no
333,ps-selskapsutleie.no,988028630,PS SELSKAPSUTLEIE AS,2005-03-23,ps-selskapsutleie.no
334,psoriasis.no,984069731,"PSORIASIS OG EKSEMFORBUNDET , BODØ OG OMENG",2003-06-05,psoriasis.no
335,psoriasis.no,994848100,PSORIASIS- OG EKSEMFORBUNDET NAMDAL,2009-12-12,psoriasis.no
336,psoriasis.no,993616095,PEF LEVANGER OG OMEGN,2009-02-21,psoriasis.no
337,pss-securitas.no,985321876,PERSONAL SERVICE OG SIKKERHET AS,2003-01-31,pss-securitas.no
338,psso.no,974384248,PETTER STALSBERG SIKKERHETSOMSORG AS,1995-03-29,psso.no
339,psychaid.no,986417613,PSYKOLOGISTUDENTENES HJELPEAKSJON PSYCHAID,2004-01-08,psychaid.no
340,psykia.no,990000115,PSYKIA AS,2006-07-12,psykia.no
341,psykia.no,923156046,PSYKIA DRIFT AS,2019-08-02,psykia.no
342,psykoanalyse.no,984535775,NORSK PSYKOANALYTISK FORENING,2002-06-05,psykoanalyse.no
343,psykologbehandling.no,897191822,NORSK SENTER FOR SKJEMATERAPI DA,2011-08-05,psykologbehandling.no
344,psykologbehandling.no,913821548,PSYKOLOGISK KOMMUNIKASJON OG MEDIA AS,2014-06-27,psykologbehandling.no
345,psykologfeith.no,917625123,PSYKOLOG KALINA FEITH,2016-08-27,psykologfeith.no
346,psykologistudenterutengrenser.no,918127739,PSYKOLOGISTUDENTER UTEN GRENSER - TROMSØ,2016-12-01,psykologistudenterutengrenser.no
347,psykologkontakt.no,990751358,PSYKOLOG JAN IVAR ERNØ,2007-01-11,psykologkontakt.no
348,psykologpraksis.no,995580020,ANNETTE ØVERBY,2010-06-02,psykologpraksis.no
349,psykologteamet.no,998394864,PSYKOLOGSPESIALIST ELLEN D. FLAATEN,2012-05-21,psykologteamet.no
350,psykopp.no,970939377,STIFTELSEN PSYKIATRISK OPPLYSNING,1995-02-20,psykopp.no
351,psykoterapeuten.no,992048905,TØNSBERG PSYKOTERAPI Ann-Christin Berg,2008-01-08,psykoterapeuten.no
352,psynett.no,999522238,PSYNETT,2013-01-14,psynett.no
353,pu.no,959824754,PERSONAL UTVELGELSE TØNSBERG AS,1995-02-20,pu.no
354,publicom.no,988988448,PUBLICOM HOLDING AS,2006-01-09,publicom.no
355,publicom.no,980913740,PUBLICOM AS,1999-08-11,publicom.no
356,publicomforlag.no,987282266,HOLMS FORLAG AS,2004-09-28,publicomforlag.no
357,publicomscene.no,915491863,BEDRIFTSBILLETTEN AS,2015-06-08,publicomscene.no
358,puffinsafari.no,989854933,PUFFIN SAFARI AS,2006-05-31,puffinsafari.no
359,puk.no,870151942,PUK JEGSEN REKLAME,1995-03-12,puk.no
360,pulsforde.no,994613170,RØNEID FYSIOTERAPI,2009-10-07,pulsforde.no
361,pulsoasen.no,998463548,PULS OASEN AS,2012-06-13,pulsoasen.no
362,pumper.no,858454662,INTEC PUMPER AS,1995-02-19,pumper.no
363,pumptech.no,965268855,MOTIVE AS,1995-02-20,pumptech.no
364,puroyoga.no,988781428,PURO YOGA AS,2005-10-17,puroyoga.no
365,purplast.no,938456178,PUR PLAST AS,1995-02-19,purplast.no
366,pushak.no,992309318,PUSHAK AS,2008-02-13,pushak.no
367,puzzlelearning.no,995766418,PUZZLE LEARNING AS,2010-07-27,puzzlelearning.no
368,pv.no,986406263,PLOUGMANN VINGTOFT,2004-02-14,pv.no
369,pwt.no,984029683,PARK WORLD TOUR TRAVEL AS,2002-01-30,pwt.no
370,pyroteknikk.no,992352930,PYROTEKNIKK.NO AS,2008-02-28,pyroteknikk.no
371,q43.no,960347544,Q 4 3 - Q FIRE TRE AS,1995-02-20,q43.no
372,qenergi.no,990330131,QENERGI AS,2006-10-04,qenergi.no
373,qicraft.no,983521053,QICRAFT NORWAY AS,2001-07-09,qicraft.no
374,qiksh.no,975611515,ALBANSK ISLAMSK KULTURSENTER,1996-03-05,qiksh.no
375,qross.no,997942043,QROSS KURSSENTER AS,2012-02-07,qross.no
376,qsecurity.no,987054069,QUALITY SECURITY AS,2004-07-14,qsecurity.no
377,qtmedia.no,912503097,QT MEDIA AS,2013-09-28,qtmedia.no
378,seutmaritime.no,924199059,SEUT MARITIME AS,2019-12-13,seutmaritime.no
379,sevaldsen.no,943699097,TOR SEVALDSEN KONDITORI AS,1995-02-19,sevaldsen.no
380,sevlandbil.no,991133291,SEVLAND BIL AS,2007-04-19,sevlandbil.no
381,autoforum.sf.no,959167915,AUTO 8-8 FORUM AS,1995-02-20,autoforum.sf.no
382,sfit.no,911595273,SFIT HELSE AS,2013-02-25,sfit.no
383,sfl.no,982497396,SENTER FOR LEDELSE AS,2000-11-15,sfl.no
384,sfo-idrettsakademi.no,998799414,SFO-IDRETTSAKADEMI AS,2012-09-08,sfo-idrettsakademi.no
385,sfs.no,966604433,STIFTELSEN SENTRALREGISTERET,1995-03-12,sfs.no
386,sftur.no,971529474,SOGN OG FJORDANE TURLAG,1995-02-20,sftur.no
387,sggn.no,971526211,ST GEORGS GILDENE I NORGE,1995-02-20,sggn.no
388,sglive.no,892996792,SKJÆRGÅRDS LIVE,2008-09-18,sglive.no
389,sgrailing.no,980418839,SG RAILING AS,1999-02-02,sgrailing.no
390,shaas.no,958442483,STEIN HAMRE ARKITEKTKONTOR AS,1995-02-19,shaas.no
391,shakespeare.no,981203186,DET NORSKE SHAKESPEARESELSKAP,1999-11-06,shakespeare.no
392,shakespearetidsskrift.no,918642900,NORSK SHAKESPEARE- OG TEATERTIDSSKRIFT,2017-05-09,shakespearetidsskrift.no
393,shanghaiwok.no,998551943,SHANGHAI WOK AS,2012-06-27,shanghaiwok.no
394,sharecontrol.no,813630192,SHARE CONTROL AS,2014-05-14,sharecontrol.no
395,shbf.no,987434821,SKJÆRHALDEN BÅTFORENING,2004-11-17,shbf.no
396,shengzhen.no,994042270,SHENG ZHEN QIGONG-Birgit Torkehagen,2009-05-04,shengzhen.no
397,shengzhen.no,984370199,INTERNATIONAL SHENG ZHEN SOCIETY NORGE,2002-04-17,shengzhen.no
398,sherpamarketing.no,918486844,SHERPA MARKETING AS,2017-02-01,sherpamarketing.no
399,shipbroker.no,874952702,NORSK SKIPSMEGLERFORBUND,1999-11-09,shipbroker.no
400,shipnet.no,976567897,BRILLIAN GROUP AS,1996-07-08,shipnet.no
401,shipnet.no,968111337,INCHCAPE SHIPPING SERVICES (NORWAY) AS,1995-02-20,shipnet.no
402,shippingoffshorenetwork.no,987903260,SHIPPING & OFFSHORE NETWORK,2005-02-28,shippingoffshorenetwork.no
403,shmsolutions.no,812193082,SHM SOLUTIONS AS,2013-07-08,shmsolutions.no
404,shoebar.no,992409436,SHOEBAR AS,2008-03-26,shoebar.no
405,shoecare.no,816553652,MOTE I EUROPA AB,2016-05-24,shoecare.no
406,show-teknikk.no,992952776,SHOW-TEKNIKK AS,2008-08-07,show-teknikk.no
407,showfabrikken.no,995283360,SHOWFABRIKKEN MEDIA AS,2010-03-12,showfabrikken.no
408,showlab.no,913186923,SHOWLAB AS,2014-02-12,showlab.no
409,showlab.no,914863678,SHOWLAB OSLO AS,2015-01-26,showlab.no
410,shuffleboard.no,919827149,BERGEN SHUFFLEBOARD KLUBB,2017-11-10,shuffleboard.no
411,shuffleboard.no,998816912,NORGES SHUFFLEBOARD FORBUND,2012-09-19,shuffleboard.no
412,sia.no,992697601,SIA B.I.L,2008-05-23,sia.no
413,sia.no,950437537,STUDENTSAMSKIPNADEN I AGDER,1995-03-12,sia.no
414,sibe.no,912777030,BYGG RENHOLD AS,2013-11-20,sibe.no
415,sibe.no,994637282,SIKKER BEMANNING AS,2009-10-14,sibe.no
416,sic.no,971554770,STAVANGER INTERNATIONAL CHURCH,1995-02-20,sic.no
417,sicodata.no,946270687,Sico-Data A/S,1995-02-19,sicodata.no
418,sicra.no,917626952,SICRA AS,2016-08-27,sicra.no
419,sidebrok.no,987128054,SIDE BROK DA,2004-08-25,sidebrok.no
420,sidsel.no,980339882,SIDSEL WALSTAD,1998-12-05,sidsel.no
421,sidselhoivik.no,915859089,SIDSELHOIVIK.NO AS,2015-09-03,sidselhoivik.no
422,sif-fotball.no,870923422,STAVANGER IF FOTBALL,1995-02-20,sif-fotball.no
423,sigdalkirke.no,976990102,EGGEDAL SOKN,1997-01-27,sigdalkirke.no
424,sigdalkirke.no,976990099,SIGDAL SOKN,1997-01-27,sigdalkirke.no
425,sigdalkirke.no,976990110,SIGDAL KIRKELIGE FELLESRÅD,1997-01-27,sigdalkirke.no
426,sigerstad.no,922609217,ANDRINE AGENTUR AS,2019-04-08,sigerstad.no
427,sigma-ikt.no,992424664,SIGMA IKT AS,2008-03-10,sigma-ikt.no
428,sigmamotor.no,984032498,SIGMA MOTOR AS,2001-12-18,sigmamotor.no
429,sigmarevisjon.no,965289380,SIGMA REVISJON AS,1995-03-12,sigmarevisjon.no
430,signalen.no,963180624,SIGNALEN Bjørn Juliusson,1995-02-20,signalen.no
431,signalsko.no,964995389,SIGNAL SKO AS,1995-02-20,signalsko.no
432,signant.no,913919793,SIGNANT AS,2014-07-22,signant.no
433,signaturklinikken.no,921117183,SIGNATURKLINIKKEN STRØMMEN AS,2018-07-04,signaturklinikken.no
434,signaturklinikken.no,914861500,SIGNATURKLINIKKEN AS,2015-01-29,signaturklinikken.no
435,signode.no,817669492,SIGNODE NORWAY AS,1995-02-19,signode.no
436,signtext.no,980656500,SIGN TEXT AS,1999-04-15,signtext.no
437,sigri.no,992888016,JOURNALIST SIGRI SANDBERG,2008-07-15,sigri.no
438,sigship.no,987713836,SIGSHIP & CO AS,2005-02-03,sigship.no
439,sigurd-opheim.no,884492122,SIGURD OPHEIM AS,2002-05-07,sigurd-opheim.no
440,sigurdsondrestrepleie.no,913182103,SIGURD SONDRES TREPLEIE AS,2014-03-12,sigurdsondrestrepleie.no
441,siif.no,975780112,SIS FINNMARKKU STUDEANTTAID OVTTASTUS SSO,1995-10-02,siif.no
442,sika.no,919409517,SIKA NORGE AS,1995-03-12,sika.no
443,sikirken.no,976999290,ALSTADHAUG SOKN,1997-01-27,sikirken.no
444,sikirken.no,976999312,EKNE SOKN,1997-01-27,sikirken.no
445,sikirken.no,976999223,FROSTA SOKN,1997-01-27,sikirken.no
446,sikirken.no,976999274,LEVANGER SOKN,1997-01-27,sikirken.no
447,sikirken.no,976999304,MARKABYGD SOKN,1997-01-27,sikirken.no
448,sikirken.no,976999266,OKKENHAUG SOKN,1997-01-27,sikirken.no
449,sikirken.no,976999355,VINNE SOKN,1997-01-27,sikirken.no
450,sikirken.no,976999282,YTTERØY SOKN,1997-01-27,sikirken.no
451,sikirken.no,976999320,ÅSEN SOKN,1997-01-27,sikirken.no
452,sikirken.no,976999371,VERA OG VUKU SOKN,1997-01-27,sikirken.no
453,siktreklame.no,988733555,SIKT REKLAME KJETIL SØRBY,2005-10-06,siktreklame.no
454,silentwings.no,987808055,SILENT WINGS AS,2005-02-16,silentwings.no
455,siljanil.no,975839028,SILJAN IDRETTSLAG,1996-03-04,siljanil.no
456,siljesyr.no,916202105,TRÅDSNELLA SYR V/SILJE HAMMER,2015-11-09,siljesyr.no
457,silmar.no,990863016,SILMAR AS,2007-02-16,silmar.no
458,silsethytta.no,985337543,KRISTIANSUND IDRETTSFORENING,2004-03-09,silsethytta.no
459,silvinova.no,951775088,SILVINOVA AS,1995-02-19,silvinova.no
460,simbatoys.no,988271314,SIMBA TOYS NORDIC AS,2005-06-02,simbatoys.no
461,simco.no,956656915,SIMCO AS,1995-03-12,simco.no
462,simekas.no,959057478,SIMEK AS,1995-02-20,simekas.no
463,simsea.no,913704010,SIMSEA HOLDING AS,2014-06-03,simsea.no
464,sinding.no,997178009,ADVOKAT VIDAR SINDING AS,2011-08-01,sinding.no
465,sinneshytta.no,977302234,SINNESHYTTÅ BYGG AS,1997-03-10,sinneshytta.no
466,sintefmolab.no,953018144,SINTEF NORLAB AS,1995-02-19,sintefmolab.no
467,sinus-elektro.no,989059335,SINUS ELEKTRO AS,2005-12-09,sinus-elektro.no
468,sionmolde.no,976222253,PINSEMENIGHETEN SION MOLDE OG OMEGN,1996-03-23,sionmolde.no
469,siops.no,990416656,VETERANFORBUNDET SIOPS - SKADDE I INTERNASJONALE OPERASJONER,2006-10-23,siops.no
470,siorbaja.no,919553626,"NORSK SIAMESER-, ORIENTALER-, BALINESER- OG JAVANESERRING",2017-09-26,siorbaja.no
471,sirakvina.no,954090493,SIRA KVINA KRAFTSELSKAP,1995-03-12,sirakvina.no
472,sirdalfjellgolf.no,987726687,SIRDAL FJELLGOLFKLUBB,2005-01-19,sirdalfjellgolf.no
473,siriberntsen.no,911990563,SIRI BERNTSEN,2013-05-27,siriberntsen.no
474,sirispillum.no,974424592,SIRI SPILLUM,1995-05-02,sirispillum.no
475,siso.no,986979506,SISO VEKST AS,2004-06-23,siso.no
476,sisselgrana.no,993203971,SISSEL GRANA AS,2008-10-15,sisselgrana.no
477,sissellarsen.no,982467624,SISSEL LARSEN,2000-10-19,sissellarsen.no
478,sissener.no,991658807,SISSENER AS,2007-09-04,sissener.no
479,sisteskrik.no,970918043,SISTE SKRIK KOMMUNIKASJON AS,1995-02-20,sisteskrik.no
480,sisu.no,970994181,SISU PRODUKTER AS,1995-02-20,sisu.no
481,siv.no,983975259,SYKEHUSET I VESTFOLD HF,2001-12-19,siv.no
482,siv.no,998523494,FELLESLEGATET TIL SYKEHUSET I VESTFOLD HF,2012-08-14,siv.no
483,sivilrett.no,986186999,STATENS SIVILRETTSFORVALTNING,2003-10-28,sivilrett.no
484,siwi.no,993738492,SIWI SENTERET AS,2009-02-16,siwi.no
485,sjakk.no,926683926,BJØRN-KRISTIAN BJØRNSENS FOND,2021-04-08,sjakk.no
486,sjakk.no,971286474,NORGES SJAKKFORBUND,1995-02-20,sjakk.no
487,sjakk.no,971286466,UNGDOMMENS SJAKKFORBUND,1995-02-20,sjakk.no
488,sjakkselskapet.no,988694886,OSLO SCHAKSELSKAP,2005-10-11,sjakkselskapet.no
489,sjamanforbundet.no,813680602,SJAMANISTISK FORBUND OSLO OG VIKEN,2014-05-27,sjamanforbundet.no
490,sjamanforbundet.no,916515332,SJAMANISTISK FORBUND VESTFOLD & TELEMARK,2016-01-15,sjamanforbundet.no
491,sjekkpunkt.no,995261928,STIAN JENSEN,2010-03-13,sjekkpunkt.no
492,sjemmedal.no,994968483,SJEMMEDAL EIENDOM AS,2010-01-09,sjemmedal.no
493,sjemmedal.no,985445583,SJEMMEDALHYTTA AS,2003-03-01,sjemmedal.no
494,sjoarafting.no,966911484,SJOA RAFTING AS,1995-02-20,sjoarafting.no
495,sjoekurs.no,914496861,STIFTELSEN SØRLANDETS SEILENDE SKOLESKIBS INSTITUTION,2014-11-28,sjoekurs.no
496,sjofritid.no,994910272,MOTORHUSET RANA AS,2009-12-18,sjofritid.no
497,sjoglott.no,913889371,SJØGLØTT HOTELL.NO AS,2014-07-14,sjoglott.no
498,sjohaug.no,974686686,SJØHAUG NATURISTSENTER SA,1995-07-18,sjohaug.no
499,sjokkpris.no,979541856,GLOMMA DRIFT AS,1998-02-05,sjokkpris.no
500,sjokoladesmaking.no,998263743,SJOKOLADESMAKING AS,2012-04-18,sjokoladesmaking.no
501,sjokorpset.no,996796213,OSLO KFUM SJØKORPS,2011-11-09,sjokorpset.no
502,sjolingstad.no,988020672,TRANBY CONSULT AS,2005-04-11,sjolingstad.no
503,sjomannsforbundet.no,938709599,NORSK SJØMANNSFORBUND,1995-02-19,sjomannsforbundet.no
504,sjomatnorge.no,984155492,SJØMAT NORGES SERVICEKONTOR,2002-04-03,sjomatnorge.no
505,sjomatnorge.no,974461021,SJØMAT NORGE,1995-05-30,sjomatnorge.no
506,sjooff.no,974266997,NORSK SJØOFFISERSFORBUND,1995-03-12,sjooff.no
507,sjooff.no,913659201,NSOF NORSK SJØOFFISERS FORBUND AVD FJORD1,2014-06-25,sjooff.no
508,sjoparken.no,994853643,AGNES 1 AS,2009-12-18,sjoparken.no
509,sjoparken.no,991051570,AGNES BOLIGUTVIKLING AS,2007-03-31,sjoparken.no
510,sjoparken.no,987549432,AGNES UTVIKLING AS,2004-12-15,sjoparken.no
511,sjoparken.no,994853503,AGNES 2 AS,2009-12-04,sjoparken.no
512,sjoredningsskolen.no,995654296,RS SJØREDNINGSSKOLEN AS,2010-06-22,sjoredningsskolen.no
513,sjorr.no,998268117,PER MAGNUS MARTINUSSEN,2012-04-19,sjorr.no
514,sjr.no,971554061,SANDNES OG JÆREN RIDEKLUBB,1995-02-20,sjr.no
515,sjumilskogen.no,987661364,BAKKETUNET EIENDOM AS,2004-12-29,sjumilskogen.no
516,sk-speed.no,984027354,SPORTSKLUBBEN SPEED,2002-01-28,sk-speed.no
517,skaara.no,965004211,SKAARA ARKITEKTER AS,1995-02-20,skaara.no
518,skaaret.no,984807945,BLAKSTADMARKA 26 AS,2002-09-03,skaaret.no
519,skaaret.no,970983295,SKAARET LANDSKAP AS,1995-02-20,skaaret.no
520,skabuhus.no,979585985,SKÅBU TRADISJONSBYGG AS,1998-02-11,skabuhus.no
521,skadeadvokaten.no,983977065,PERSONSKADEADVOKATEN AS,2001-12-18,skadeadvokaten.no
522,skafferiet.no,998580633,SKAFFERIET PÅ HOVINSHOLM AS,2012-07-03,skafferiet.no
523,skagerak-trepleie.no,970556362,PEDER AARØ,1995-02-20,skagerak-trepleie.no
524,skagerak-trepleie.no,980605876,SKAGERAK TREPLEIE HERMAN TÆRUD,1999-03-25,skagerak-trepleie.no
525,skagerakmaturo.no,914560241,SKAGERAK MATURO AS,2014-12-05,skagerakmaturo.no
526,skageraknaturgass.no,984238126,AIR LIQUIDE SKAGERAK AS,2002-03-13,skageraknaturgass.no
527,skalamaskon.no,961353998,SKALA MASKON AS,1995-02-20,skalamaskon.no
528,skan-kontroll.no,925114510,AS SKAN-KONTROLL,1995-02-19,skan-kontroll.no
529,skanbatt.no,939495312,SKANDINAVISK BATTERIIMPORT AS,1995-02-19,skanbatt.no
530,skanits.no,998544947,SKANITS AS,2012-06-26,skanits.no
531,skansencatering.no,947789317,OTTOS SELSKAPSMAT AS,1995-03-12,skansencatering.no
532,skaper.no,916969562,SKAPER,2016-04-05,skaper.no
533,skare.no,948173328,A SKARE AS,1995-02-19,skare.no
534,skarhus.no,912516679,SKARHUS AS,2013-10-01,skarhus.no
535,skarpsnobaatforening.no,991286381,SKARPSNO BAATFORENING,2007-06-09,skarpsnobaatforening.no
536,skarsbakk.no,980007618,SKARSBAKK TRANSPORT AS,1998-08-19,skarsbakk.no
537,skarslia.no,995669706,SKARSLIA AKTIVITETSSENTER SONDRE SKARSGÅRD EGGESTØL,2010-07-07,skarslia.no
538,skarsnutenhotel.no,986181350,SKARSNUTEN HOTELL AS,2003-10-27,skarsnutenhotel.no
539,skarsnutenhotel.no,986181342,SKARSNUTEN HOTELLDRIFT AS,2003-10-27,skarsnutenhotel.no
540,skarstadgartneri.no,995182254,ANETTE SKARSTAD,2010-02-15,skarstadgartneri.no
541,skarvhytta.no,984635974,INGAR DALEN AS,2002-06-28,skarvhytta.no
542,skarvhytta.no,820320832,REINE UTVIKLING AS,2018-01-26,skarvhytta.no
543,skarvik.no,970983449,SKARVIK AS,1995-02-20,skarvik.no
544,skatval.no,983625894,SKATVAL HISTORIELAG,2001-10-30,skatval.no
545,skaug.no,977385377,HYPER SALOS Ingvald Skaug,1997-04-11,skaug.no
546,skb.no,998235022,KONG OSCARSGATE 26 AS,2012-04-12,skb.no
547,skb.no,915893902,SKB VEST AS,1995-03-12,skb.no
548,skb.no,816296692,STRANDGATEN 221 AS,2015-11-25,skb.no
549,skdjerv.no,983806155,SPORTSKLUBBEN DJERV,2001-11-08,skdjerv.no
550,skedsmo-husflidslag.no,975495809,SKEDSMO HUSFLIDSLAG,2005-05-19,skedsmo-husflidslag.no
551,skedsmo-parkering.no,986677801,SKEDSMO PARKERING AS,2004-03-17,skedsmo-parkering.no
552,skedsmofk.no,979420897,SKEDSMO FOTBALLKLUBB,1997-12-14,skedsmofk.no
553,skedsmoskolekorps.no,998495660,SKEDSMO DRILL,2012-06-14,skedsmoskolekorps.no
554,skedsmoskolekorps.no,971267003,SKEDSMO SKOLEKORPS,1995-02-20,skedsmoskolekorps.no
555,skeiendom.no,984118716,BOLIGSAMEIET SOPHUS LIES GATE 6 B,2002-02-14,skeiendom.no
556,skeiendom.no,984789971,SAMEIET GLÜCKSTADSGT 5,2002-09-11,skeiendom.no
557,skeiendom.no,983099165,THERESES GATE 47 SAMEIE,2001-04-04,skeiendom.no
558,skeiendom.no,971268050,SAMEIET A TIDEMANDSGT 20/22,1995-02-20,skeiendom.no
559,skeigolf.no,984648685,SKEI GOLFKLUBB,2002-11-23,skeigolf.no
560,skeiveski.no,894787082,SKEIVE SKI,2009-11-24,skeiveski.no
561,skeivungdom.no,915376649,SKEIV UNGDOM OPPLAND,2015-05-13,skeivungdom.no
562,skeivungdom.no,987184086,SKEIV UNGDOM,2004-11-09,skeivungdom.no
563,skeivungdom.no,993457590,SKEIV UNGDOM FINNMARK,2009-01-08,skeivungdom.no
564,skfr.no,911593319,SNØSCOOTERKLUBBENES FELLESRÅD,2013-03-05,skfr.no
565,skgemballasje.no,992475277,SKG EMBALLASJE AS,2008-03-31,skgemballasje.no
566,skgemballasje.no,981009096,SKG EMBALLASJE DA,1999-08-24,skgemballasje.no
567,skh-b.no,822276962,SENTER FOR KLASSISK HOMEOPATI DA,2019-03-05,skh-b.no
568,skibsgaarden.no,880351702,SKIBSGÅRDEN SENTERDRIFT AS,1998-12-21,skibsgaarden.no
569,skibsgaarden.no,963768346,SKIBSGÅRDEN AS,1995-02-20,skibsgaarden.no
570,skiel.no,946067105,SKI ELEKTRISKE AS,1995-02-19,skiel.no
571,skiel.no,948248638,Ski Elektriske Installasjon A/S,1995-02-19,skiel.no
572,skienby.no,916074735,SKIEN BY,2015-10-21,skienby.no
573,skienfritidspark.no,993551317,SKIEN FRITIDSPARK KF BEDRIFTSIDRETTSLAG,2009-08-26,skienfritidspark.no
574,skienfritidspark.no,990522839,SKIEN FRITIDSPARK KF,2006-12-12,skienfritidspark.no
575,skienkirke.no,974339315,SKIEN SOKN,1995-03-12,skienkirke.no
576,skiennanbudo.no,983675026,SKIEN NANBUDO KLUBB,2002-03-20,skiennanbudo.no
577,skienok.no,980422690,SKIEN ORIENTERINGSKLUBB,1999-04-14,skienok.no
578,skienskunstforening.no,983941524,SKIENS KUNSTFORENING,2002-04-27,skienskunstforening.no
579,skiferlegging.no,914991846,SKIFERLEGGING AS,2015-02-23,skiferlegging.no
580,skigk.no,976233751,GOLFPROENE ANS,1996-03-26,skigk.no
581,skigk.no,980947211,SKI GOLFKLUBB,1999-09-27,skigk.no
582,skihandball.no,884192412,SKI IL HÅNDBALL,2002-02-20,skihandball.no
583,skiinfo.no,976036859,SKIINFO AS,1996-01-29,skiinfo.no
584,skiklubben.no,982694655,TRONDHJEMS SKIKLUB,2001-01-08,skiklubben.no
585,skill.no,990326533,SKILL AS,2006-10-09,skill.no
586,skiltmakerhaugen.no,944294198,SKILTMAKER HAUGEN AS,1995-02-19,skiltmakerhaugen.no
587,skinlove.no,998089158,SKINLOVE AS,2012-03-17,skinlove.no
588,skinmedical.no,999321895,SKIN MEDICAL GRUPPEN AS,2013-01-05,skinmedical.no
589,skinmedicalclinic.no,997452445,SKIN MEDICAL CLINIC AS,2011-10-20,skinmedicalclinic.no
590,skinnarbu.no,916173288,DESTINASJON SKINNARBU AS,2015-11-02,skinnarbu.no
591,skinnarbu.no,997676335,SKINNARBU NASJONALPARKHOTELL AS,2011-12-02,skinnarbu.no
592,skinnarbu.no,966148284,SKINNARBU EIENDOM AS,1995-02-20,skinnarbu.no
593,skinnassistanse.no,990924538,SKINNASSISTANSE,2007-02-22,skinnassistanse.no
